pair_id,worker,relevance
154853,7,3
154854,6,2
154854,7,3
154855,6,1
154855,6,0
154855,7,3
154855,7,2
154856,6,0
154856,7,1
154857,6,1
154857,6,0
154857,7,3
154857,7,3
154858,6,3
154858,7,3
154859,6,2
154859,7,2
154860,0,4
154860,3,4
154860,6,3
154860,16,3
154861,0,1
154861,3,2
154861,6,2
154861,16,2
154862,0,4
154862,3,4
154862,6,4
154862,16,4
154863,0,3
154863,3,2
154863,6,3
154863,16,2
154864,0,4
154864,3,3
154864,6,3
154864,16,2
154865,3,3
154865,3,3
154865,6,1
154865,16,1
154866,0,1
154866,3,3
154866,6,2
154866,16,1
154867,3,3
154867,3,3
154867,6,1
154867,16,2
154868,3,3
154868,3,3
154868,6,1
154868,16,2
154869,3,3
154869,3,3
154869,6,1
154869,16,2
154870,3,3
154870,3,3
154870,6,1
154870,16,2
154871,3,3
154871,6,1
154871,6,1
154871,16,1
154872,0,1
154872,3,3
154872,6,2
154872,16,3
154873,3,3
154873,3,3
154873,6,1
154873,16,2
154874,0,1
154874,3,3
154874,6,2
154874,16,1
154875,0,4
154875,3,4
154875,6,3
154875,16,4
154876,0,3
154876,3,3
154876,6,2
154876,16,1
154877,0,3
154877,3,3
154877,6,3
154877,16,2
154878,3,3
154878,6,1
154878,6,1
154878,16,1
154879,0,1
154879,3,3
154879,6,3
154879,16,2
154880,6,4
154880,7,4
154881,6,3
154881,7,3
154882,6,3
154882,7,3
154883,6,4
154883,7,4
154884,6,3
154884,7,4
154885,6,0
154885,7,1
154886,6,0
154886,7,1
154887,0,1
154887,0,1
154888,6,0
154888,7,1
154889,6,3
154889,7,3
154890,6,3
154890,7,3
154891,6,0
154891,7,1
154892,6,4
154892,7,3
154893,6,0
154893,7,0
154894,6,0
154894,7,1
154895,6,0
154895,7,1
154896,6,3
154896,7,3
154897,6,2
154897,6,1
154897,7,2
154897,7,2
154898,6,0
154898,7,1
154899,6,0
154899,7,1
154900,0,4
154900,2,4
154900,6,4
154900,16,4
154901,0,2
154901,2,2
154901,6,2
154901,16,3
154902,0,2
154902,2,2
154902,6,1
154902,16,2
154903,0,1
154903,2,1
154903,6,1
154903,16,1
154904,0,1
154904,2,0
154904,6,1
154904,16,2
154905,0,1
154905,2,1
154905,6,2
154905,16,2
154906,0,0
154906,2,0
154906,6,0
154906,16,1
154907,0,1
154907,2,1
154907,6,1
154907,16,1
154908,0,1
154908,2,0
154908,6,1
154908,16,1
154909,0,1
154909,2,0
154909,6,1
154909,16,2
154910,0,2
154910,2,2
154910,6,2
154910,16,2
154911,0,1
154911,2,0
154911,6,1
154911,16,2
154912,0,2
154912,2,0
154912,6,1
154912,16,2
154913,0,1
154913,2,0
154913,6,2
154913,16,1
154914,0,1
154914,2,0
154914,6,0
154914,16,1
154915,0,2
154915,2,2
154915,6,2
154915,16,2
154916,0,2
154916,2,0
154916,6,1
154916,16,2
154917,0,1
154917,2,1
154917,6,2
154917,16,1
154918,0,1
154918,2,0
154918,6,0
154918,16,1
154919,0,2
154919,2,2
154919,6,2
154919,16,1
154920,6,4
154920,7,4
154921,6,2
154921,6,3
154921,7,2
154921,7,1
154922,6,4
154922,7,3
154923,6,2
154923,7,3
154924,6,1
154924,7,2
154925,6,2
154925,6,3
154925,7,2
154925,7,0
154926,6,0
154926,7,0
154927,6,2
154927,7,1
154928,6,0
154928,7,0
154929,6,0
154929,7,0
154930,6,2
154930,7,1
154931,6,0
154931,7,1
154932,6,0
154932,7,1
154933,6,2
154933,7,2
154934,6,0
154934,7,0
154935,6,2
154935,7,1
154936,6,2
154936,7,2
154937,6,0
154937,7,1
154938,6,0
154938,7,1
154939,6,1
154939,7,0
154940,0,2
154940,6,4
154940,14,4
154940,16,4
154941,0,1
154941,6,2
154941,14,2
154941,16,2
154942,0,1
154942,6,2
154942,14,1
154942,16,2
154943,0,0
154943,6,1
154943,14,1
154943,16,1
154944,6,1
154944,6,3
154944,14,2
154944,14,2
154945,0,1
154945,6,2
154945,14,2
154945,16,1
154946,0,1
154946,6,2
154946,14,2
154946,16,2
154947,0,1
154947,6,2
154947,14,1
154947,16,1
154948,0,1
154948,6,1
154948,14,1
154948,16,1
154949,0,1
154949,6,2
154949,14,1
154949,16,2
154950,0,1
154950,6,3
154950,14,2
154950,16,2
154951,0,1
154951,6,2
154951,14,3
154951,16,2
154952,0,1
154952,6,2
154952,14,2
154952,16,1
154953,0,1
154953,6,1
154953,14,1
154953,16,1
154954,0,1
154954,6,1
154954,14,1
154954,16,1
154955,0,1
154955,6,1
154955,14,1
154955,16,2
154956,0,1
154956,6,2
154956,14,2
154956,16,2
154957,0,0
154957,6,1
154957,14,2
154957,16,1
154958,0,0
154958,6,2
154958,14,3
154958,16,2
154959,6,3
154959,6,3
154959,16,2
154959,16,2
154960,6,4
154960,7,4
154961,6,3
154961,7,4
154962,6,3
154962,7,4
154963,6,4
154963,7,4
154964,6,4
154964,7,4
154965,6,3
154965,7,3
154966,6,4
154966,7,4
154967,6,3
154967,7,4
154968,6,3
154968,7,3
154969,6,2
154969,7,3
154970,6,3
154970,7,3
154971,6,3
154971,7,3
154972,6,1
154972,6,0
154972,7,2
154972,7,2
154973,6,4
154973,7,4
154974,6,4
154974,7,4
154975,6,3
154975,7,4
154976,6,4
154976,7,4
154977,6,3
154977,7,3
154978,6,1
154978,6,2
154978,7,2
154978,7,4
154979,6,3
154979,7,4
154980,0,4
154980,6,3
154980,11,4
154980,16,4
154981,0,4
154981,6,4
154981,11,4
154981,16,4
154982,0,0
154982,6,3
154982,11,2
154982,16,3
154983,0,0
154983,6,3
154983,11,2
154983,16,3
154984,0,1
154984,6,3
154984,11,3
154984,16,3
154985,0,0
154985,6,2
154985,11,2
154985,16,2
154986,0,0
154986,6,0
154986,11,0
154986,16,1
154987,0,1
154987,6,3
154987,11,3
154987,16,3
154988,0,1
154988,6,2
154988,11,3
154988,16,3
154989,0,0
154989,6,0
154989,11,0
154989,16,1
154990,0,0
154990,6,0
154990,11,0
154990,16,0
154991,0,0
154991,6,0
154991,11,0
154991,16,0
154992,0,0
154992,6,2
154992,11,3
154992,16,2
154993,0,0
154993,6,0
154993,11,0
154993,16,1
154994,0,0
154994,6,0
154994,11,0
154994,16,1
154995,0,0
154995,6,0
154995,11,0
154995,16,1
154996,11,2
154996,16,3
154996,16,2
154996,19,3
154997,0,0
154997,6,0
154997,11,0
154997,16,1
154998,0,0
154998,6,2
154998,11,2
154998,16,2
154999,0,0
154999,6,0
154999,11,0
154999,16,0
155000,6,4
155000,7,4
155001,6,3
155001,7,4
155002,6,4
155002,7,4
155003,6,4
155003,7,3
155004,6,3
155004,7,3
155005,6,3
155005,7,3
155006,6,4
155006,7,4
155007,6,3
155007,7,3
155008,6,3
155008,7,2
155009,6,3
155009,7,3
155010,6,3
155010,7,2
155011,6,1
155011,7,2
155012,6,3
155012,7,2
155013,6,1
155013,7,2
155014,6,3
155014,7,3
155015,6,3
155015,7,3
155016,6,3
155016,7,2
155017,6,3
155017,7,2
155018,6,1
155018,7,1
155019,6,2
155019,7,2
155020,0,3
155020,3,4
155020,6,4
155020,16,3
155021,0,2
155021,3,3
155021,6,3
155021,16,3
155022,0,2
155022,3,2
155022,6,2
155022,16,2
155023,0,0
155023,3,1
155023,6,1
155023,16,1
155024,3,2
155024,3,1
155024,6,1
155024,16,2
155025,0,0
155025,3,2
155025,6,1
155025,16,2
155026,3,3
155026,3,2
155026,6,1
155026,16,2
155027,0,2
155027,3,2
155027,6,2
155027,16,2
155028,0,2
155028,3,2
155028,6,3
155028,16,2
155029,0,0
155029,3,2
155029,6,1
155029,16,1
155030,3,1
155030,16,1
155031,3,2
155031,16,2
155032,3,2
155032,16,2
155033,3,0
155033,16,1
155034,3,1
155034,16,0
155035,3,2
155035,16,1
155036,3,2
155036,16,2
155037,3,2
155037,16,1
155038,3,2
155038,16,2
155039,3,2
155039,16,2
155040,6,4
155040,7,4
155041,6,3
155041,7,2
155042,6,3
155042,7,3
155043,6,2
155043,7,3
155044,6,3
155044,7,2
155045,6,2
155045,7,3
155046,6,1
155046,7,2
155047,6,1
155047,7,1
155048,6,1
155048,7,1
155049,6,2
155049,7,2
155050,6,1
155050,7,1
155051,6,0
155051,7,1
155052,6,0
155052,7,1
155053,6,1
155053,7,0
155054,6,2
155054,7,2
155055,6,1
155055,7,0
155056,6,1
155056,7,1
155057,6,0
155057,7,1
155058,6,1
155058,7,1
155059,6,0
155059,7,1
155060,6,3
155060,16,4
155061,6,3
155061,16,3
155062,6,0
155062,16,1
155063,6,1
155063,6,3
155063,16,2
155063,16,2
155064,6,0
155064,6,0
155064,14,2
155064,14,2
155065,6,0
155065,6,0
155065,14,1
155065,16,1
155066,6,1
155066,16,2
155067,6,0
155067,16,1
155068,6,0
155068,6,0
155068,14,0
155068,16,1
155069,6,0
155069,6,0
155069,14,2
155069,16,2
155070,6,0
155070,16,1
155071,6,3
155071,16,2
155072,6,0
155072,6,1
155072,14,2
155072,16,2
155073,6,0
155073,6,0
155073,14,2
155073,14,0
155074,6,2
155074,16,3
155075,6,0
155075,16,1
155076,6,0
155076,6,0
155076,14,2
155076,16,2
155077,0,2
155077,6,2
155077,14,2
155077,16,2
155078,0,3
155078,6,2
155078,14,1
155078,16,2
155079,0,0
155079,6,0
155079,14,0
155079,16,1
155080,6,4
155080,7,3
155081,6,3
155081,7,4
155082,6,3
155082,7,3
155083,6,3
155083,7,4
155084,6,0
155084,7,1
155085,6,0
155085,6,0
155085,7,1
155085,7,2
155086,6,0
155086,7,1
155087,6,1
155087,7,1
155088,6,1
155088,6,3
155088,7,1
155088,7,1
155089,6,0
155089,6,3
155089,7,1
155089,7,1
155090,6,3
155090,7,2
155091,6,3
155091,7,2
155092,6,3
155092,7,3
155093,6,1
155093,7,2
155094,6,2
155094,7,2
155095,6,0
155095,6,0
155095,7,2
155095,7,2
155096,6,1
155096,6,1
155096,7,2
155096,7,3
155097,6,0
155097,7,1
155098,6,1
155098,7,2
155099,6,0
155099,6,0
155099,7,1
155099,7,2
155100,0,3
155100,3,4
155100,6,4
155100,16,3
155101,0,1
155101,3,3
155101,6,3
155101,16,3
155102,0,1
155102,3,3
155102,6,3
155102,16,2
155103,3,3
155103,6,3
155103,16,2
155103,21,1
155104,0,3
155104,3,3
155104,6,3
155104,16,3
155105,0,0
155105,3,2
155105,6,3
155105,16,2
155106,0,0
155106,3,2
155106,6,2
155106,16,0
155107,0,0
155107,3,1
155107,6,0
155107,16,1
155108,0,0
155108,3,3
155108,6,3
155108,16,1
155109,0,1
155109,3,3
155109,6,3
155109,16,2
155110,0,1
155110,3,1
155110,6,2
155110,16,2
155111,0,1
155111,3,2
155111,6,2
155111,16,2
155112,0,1
155112,3,2
155112,6,2
155112,16,2
155113,0,1
155113,3,2
155113,6,2
155113,16,2
155114,0,1
155114,3,3
155114,6,3
155114,16,2
155115,0,1
155115,3,2
155115,6,3
155115,16,2
155116,0,1
155116,3,2
155116,6,3
155116,16,2
155117,0,0
155117,3,1
155117,6,0
155117,16,1
155118,0,0
155118,3,1
155118,6,0
155118,16,2
155119,0,0
155119,3,2
155119,6,1
155119,16,2
155120,6,3
155120,7,3
155121,6,3
155121,7,3
155122,6,4
155122,7,4
155123,6,4
155123,7,4
155124,6,3
155124,7,3
155125,6,3
155125,7,2
155126,6,3
155126,7,3
155127,6,2
155127,6,3
155127,7,1
155127,7,1
155128,6,1
155128,7,1
155129,6,0
155129,7,1
155130,6,0
155130,7,0
155131,6,0
155131,7,1
155132,6,3
155132,7,2
155133,6,0
155133,7,1
155134,6,3
155134,6,3
155134,7,2
155134,7,1
155135,6,1
155135,7,1
155136,6,0
155136,7,1
155137,6,0
155137,7,0
155138,6,0
155138,7,1
155139,6,0
155139,7,1
155140,0,4
155140,3,4
155140,6,4
155140,16,1
155141,0,4
155141,3,3
155141,6,4
155141,16,4
155142,0,4
155142,3,4
155142,6,4
155142,16,4
155143,0,4
155143,3,4
155143,6,4
155143,16,4
155144,0,2
155144,3,3
155144,6,3
155144,16,3
155145,0,2
155145,3,3
155145,6,4
155145,16,4
155146,0,2
155146,3,2
155146,6,2
155146,16,2
155147,3,3
155147,16,3
155148,3,1
155148,16,1
155149,3,2
155149,16,3
155150,3,1
155150,16,1
155151,3,2
155151,16,3
155152,3,4
155152,16,3
155153,3,4
155153,16,4
155154,3,1
155154,16,1
155155,3,2
155155,16,2
155156,3,3
155156,6,2
155156,6,3
155156,16,2
155157,3,1
155157,16,1
155158,3,2
155158,16,2
155159,3,1
155159,16,1
155160,6,4
155160,7,3
155161,6,3
155161,7,4
155162,6,1
155162,6,1
155162,7,2
155162,7,3
155163,6,1
155163,6,1
155163,7,2
155163,7,3
155164,6,3
155164,7,3
155165,6,1
155165,6,1
155165,7,2
155165,7,3
155166,6,1
155166,6,1
155166,7,2
155166,7,3
155167,6,1
155167,6,1
155167,7,2
155167,7,3
155168,6,1
155168,6,1
155168,7,2
155168,7,3
155169,6,1
155169,6,0
155169,7,2
155169,7,3
155170,6,0
155170,6,0
155170,7,1
155170,7,2
155171,6,1
155171,6,1
155171,7,2
155171,7,3
155172,6,1
155172,6,1
155172,7,2
155172,7,3
155173,6,0
155173,6,0
155173,7,1
155173,7,2
155174,6,1
155174,6,0
155174,7,2
155174,7,3
155175,6,1
155175,6,1
155175,7,2
155175,7,3
155176,6,1
155176,7,2
155177,6,3
155177,7,2
155178,6,1
155178,6,0
155178,7,2
155178,7,2
155179,6,1
155179,6,0
155179,7,1
155179,7,2
155180,2,3
155180,16,3
155181,2,2
155181,16,3
155182,2,0
155182,6,2
155182,16,2
155182,21,1
155183,2,0
155183,6,1
155183,6,1
155183,16,2
155184,2,0
155184,6,0
155184,6,0
155184,16,2
155185,2,1
155185,16,2
155186,2,0
155186,6,0
155186,6,0
155186,16,1
155187,2,0
155187,6,0
155187,6,0
155187,16,2
155188,2,3
155188,16,2
155189,2,0
155189,6,1
155189,6,0
155189,16,2
155190,2,1
155190,16,2
155191,2,1
155191,16,2
155192,2,0
155192,6,1
155192,16,2
155192,21,1
155193,2,1
155193,16,1
155194,2,2
155194,16,2
155195,2,2
155195,16,2
155196,2,1
155196,16,2
155197,2,1
155197,16,2
155198,2,1
155198,6,1
155198,16,2
155198,16,2
155199,2,1
155199,6,2
155199,16,2
155199,16,1
155200,6,4
155200,7,4
155201,6,4
155201,7,3
155202,6,4
155202,7,4
155203,6,0
155203,6,0
155203,7,1
155203,7,2
155204,6,1
155204,6,1
155204,7,3
155204,7,3
155205,6,1
155205,7,2
155206,6,1
155206,7,2
155207,6,3
155207,7,3
155208,6,3
155208,7,2
155209,6,0
155209,6,0
155209,7,1
155209,7,2
155210,6,3
155210,7,3
155211,6,1
155211,7,2
155212,6,1
155212,7,2
155213,6,1
155213,7,2
155214,6,3
155214,7,2
155215,6,3
155215,7,3
155216,6,1
155216,7,2
155217,6,2
155217,7,3
155218,6,2
155218,7,3
155219,6,2
155219,7,3
155220,6,4
155220,16,4
155221,0,2
155221,6,2
155221,14,2
155221,16,3
155222,6,2
155222,6,1
155222,14,3
155222,16,2
155223,6,1
155223,6,2
155223,14,2
155223,14,1
155224,6,1
155224,6,2
155224,14,2
155224,16,3
155225,6,2
155225,6,3
155225,14,2
155225,16,3
155226,6,3
155226,14,3
155226,16,2
155226,16,3
155227,6,1
155227,6,3
155227,16,2
155227,16,2
155228,0,2
155228,6,3
155228,14,2
155228,16,3
155229,0,2
155229,6,3
155229,14,2
155229,16,3
155230,6,1
155230,6,1
155230,14,2
155230,16,2
155231,0,2
155231,6,3
155231,14,2
155231,16,3
155232,6,1
155232,6,1
155232,16,2
155232,16,2
155233,6,1
155233,6,2
155233,16,2
155233,16,2
155234,6,1
155234,6,2
155234,14,2
155234,16,2
155235,0,1
155235,6,3
155235,14,2
155235,16,3
155236,6,1
155236,14,2
155236,16,2
155236,16,2
155237,0,1
155237,6,3
155237,14,2
155237,16,3
155238,0,1
155238,6,3
155238,14,3
155238,16,3
155239,0,0
155239,6,0
155239,14,0
155239,16,1
155240,6,3
155240,7,4
155241,6,0
155241,7,1
155242,6,0
155242,6,0
155242,7,1
155242,7,2
155243,6,1
155243,7,1
155244,6,2
155244,7,2
155245,6,2
155245,7,3
155246,6,1
155246,7,1
155247,6,0
155247,6,0
155247,7,2
155247,7,2
155248,6,1
155248,7,2
155249,6,0
155249,7,0
155250,6,1
155250,7,2
155251,6,0
155251,7,1
155252,6,1
155252,7,2
155253,6,0
155253,6,0
155253,7,1
155253,7,2
155254,6,0
155254,7,0
155255,6,1
155255,7,2
155256,6,1
155256,7,2
155257,6,1
155257,7,2
155258,6,0
155258,6,0
155258,7,2
155258,7,3
155259,6,0
155259,7,1
155260,0,0
155260,6,3
155260,9,4
155260,16,1
155261,0,1
155261,6,1
155261,9,0
155261,16,4
155262,0,1
155262,6,2
155262,9,1
155262,16,3
155263,0,0
155263,6,1
155263,9,1
155263,16,1
155264,0,0
155264,6,3
155264,9,2
155264,16,2
155265,0,1
155265,6,2
155265,9,1
155265,16,2
155266,0,0
155266,6,0
155266,9,0
155266,16,1
155267,0,4
155267,6,1
155267,9,1
155267,16,2
155268,0,0
155268,6,0
155268,9,0
155268,16,1
155269,0,2
155269,6,0
155269,9,1
155269,16,2
155270,6,2
155270,9,1
155270,9,1
155270,16,2
155271,0,0
155271,6,0
155271,9,0
155271,16,2
155272,0,1
155272,6,1
155272,9,1
155272,16,1
155273,0,1
155273,6,2
155273,9,1
155273,16,2
155274,0,1
155274,6,0
155274,9,0
155274,16,1
155275,6,0
155275,6,2
155275,9,0
155275,9,0
155276,0,1
155276,6,1
155276,9,0
155276,16,3
155277,0,1
155277,6,1
155277,9,1
155277,16,1
155278,0,1
155278,6,3
155278,9,2
155278,16,2
155279,0,0
155279,6,0
155279,9,0
155279,16,1
155280,6,3
155280,7,4
155281,6,2
155281,7,1
155282,6,2
155282,7,2
155283,6,1
155283,7,1
155284,6,1
155284,7,1
155285,6,1
155285,7,2
155286,6,1
155286,7,1
155287,6,0
155287,6,2
155287,7,1
155287,7,0
155288,6,1
155288,7,1
155289,6,3
155289,7,3
155290,6,1
155290,7,1
155291,6,1
155291,7,2
155292,6,0
155292,7,0
155293,6,1
155293,7,0
155294,6,0
155294,7,0
155295,6,0
155295,7,0
155296,6,1
155296,7,1
155297,6,2
155297,7,2
155298,6,0
155298,7,0
155299,6,0
155299,6,0
155299,7,1
155299,7,2
155300,0,3
155300,6,4
155300,13,4
155300,16,3
155301,6,3
155301,6,3
155301,13,2
155301,16,3
155302,0,2
155302,6,0
155302,13,1
155302,16,1
155303,0,2
155303,6,2
155303,13,1
155303,16,1
155304,0,1
155304,6,1
155304,13,1
155304,16,0
155305,6,0
155305,6,0
155305,13,0
155305,16,2
155306,6,1
155306,16,2
155307,6,1
155307,16,1
155308,6,1
155308,16,2
155309,0,3
155309,6,2
155309,13,1
155309,16,2
155310,0,2
155310,6,1
155310,13,1
155310,16,1
155311,0,2
155311,6,1
155311,13,1
155311,16,2
155312,0,1
155312,6,2
155312,13,1
155312,16,2
155313,0,0
155313,6,2
155313,13,1
155313,16,2
155314,0,3
155314,6,2
155314,13,1
155314,16,2
155315,0,1
155315,6,2
155315,13,1
155315,16,1
155316,0,1
155316,6,1
155316,13,2
155316,16,2
155317,0,2
155317,6,0
155317,13,0
155317,16,1
155318,0,1
155318,6,1
155318,13,1
155318,16,1
155319,0,2
155319,6,2
155319,13,1
155319,16,2
155320,6,4
155320,7,3
155321,6,3
155321,7,3
155322,6,0
155322,6,1
155322,7,2
155322,7,3
155323,6,1
155323,6,1
155323,7,2
155323,7,3
155324,6,1
155324,7,1
155325,6,0
155325,7,1
155326,6,2
155326,7,1
155327,6,0
155327,6,2
155327,7,1
155327,7,0
155328,6,1
155328,7,2
155329,6,1
155329,7,2
155330,6,1
155330,7,2
155331,6,0
155331,7,0
155332,6,1
155332,7,0
155333,6,1
155333,7,1
155334,6,0
155334,7,0
155335,6,2
155335,7,2
155336,6,1
155336,7,1
155337,6,3
155337,7,2
155338,6,1
155338,7,1
155339,6,1
155339,7,2
155340,6,3
155340,7,3
155341,6,1
155341,7,2
155342,6,2
155342,7,2
155343,6,1
155343,7,2
155344,6,3
155344,7,3
155345,6,2
155345,7,2
155346,6,1
155346,7,1
155347,6,0
155347,6,1
155347,7,1
155347,7,3
155348,6,1
155348,6,1
155348,7,1
155348,7,3
155349,6,2
155349,7,3
155350,6,0
155350,6,0
155350,7,2
155350,7,2
155351,6,1
155351,7,1
155352,6,0
155352,7,1
155353,6,2
155353,7,2
155354,6,1
155354,7,1
155355,6,1
155355,7,2
155356,6,1
155356,6,1
155356,7,2
155356,7,3
155357,6,2
155357,7,2
155358,6,1
155358,7,2
155359,6,0
155359,6,0
155359,7,2
155359,7,2
155360,0,4
155360,2,4
155360,6,3
155360,16,3
155361,0,4
155361,2,4
155361,6,4
155361,16,4
155362,0,1
155362,2,3
155362,6,3
155362,16,3
155363,0,4
155363,2,3
155363,6,3
155363,16,3
155364,0,4
155364,2,4
155364,6,3
155364,16,3
155365,0,3
155365,2,4
155365,6,4
155365,16,4
155366,0,4
155366,2,4
155366,6,4
155366,16,3
155367,0,4
155367,2,4
155367,6,3
155367,16,4
155368,0,3
155368,2,4
155368,6,3
155368,16,4
155369,0,4
155369,2,4
155369,6,4
155369,16,4
155370,0,4
155370,2,3
155370,6,3
155370,16,4
155371,0,4
155371,2,4
155371,6,3
155371,16,4
155372,0,3
155372,2,4
155372,6,3
155372,16,4
155373,0,4
155373,2,3
155373,6,3
155373,16,4
155374,0,4
155374,2,4
155374,6,3
155374,16,4
155375,0,4
155375,2,3
155375,6,3
155375,16,3
155376,0,4
155376,2,4
155376,6,3
155376,16,3
155377,0,3
155377,2,3
155377,6,2
155377,16,2
155378,0,3
155378,2,4
155378,6,3
155378,16,2
155379,0,4
155379,2,4
155379,6,3
155379,16,4
155380,6,4
155380,7,4
155381,6,0
155381,6,0
155381,7,1
155381,7,2
155382,6,2
155382,7,1
155383,6,0
155383,7,1
155384,6,0
155384,6,0
155384,7,2
155384,7,2
155385,6,0
155385,6,1
155385,7,2
155385,7,3
155386,6,1
155386,6,0
155386,7,2
155386,7,2
155387,6,0
155387,6,0
155387,7,1
155387,7,2
155388,6,0
155388,7,0
155389,6,0
155389,7,1
155390,6,1
155390,7,2
155391,6,2
155391,7,1
155392,6,0
155392,6,0
155392,7,2
155392,7,2
155393,6,1
155393,6,0
155393,7,3
155393,7,2
155394,6,1
155394,7,2
155395,6,0
155395,6,0
155395,7,1
155395,7,2
155396,6,0
155396,6,0
155396,7,2
155396,7,2
155397,6,0
155397,7,0
155398,6,1
155398,7,2
155399,6,0
155399,6,0
155399,7,2
155399,7,2
155400,0,3
155400,3,4
155400,6,4
155400,16,4
155401,0,3
155401,3,4
155401,6,3
155401,16,4
155402,0,2
155402,3,2
155402,6,2
155402,16,3
155403,0,2
155403,3,2
155403,6,2
155403,16,3
155404,0,0
155404,3,2
155404,6,2
155404,16,2
155405,0,1
155405,3,2
155405,6,2
155405,16,3
155406,0,2
155406,3,2
155406,6,2
155406,16,3
155407,3,3
155407,3,2
155407,6,3
155407,16,3
155408,0,2
155408,3,2
155408,6,3
155408,16,3
155409,0,1
155409,3,2
155409,6,3
155409,16,2
155410,3,3
155410,6,2
155410,6,3
155410,16,2
155411,0,2
155411,3,2
155411,6,2
155411,16,2
155412,0,0
155412,3,2
155412,6,1
155412,16,0
155413,0,2
155413,3,2
155413,6,3
155413,16,3
155414,0,2
155414,3,2
155414,6,2
155414,16,3
155415,0,1
155415,3,2
155415,6,2
155415,16,2
155416,0,2
155416,3,2
155416,6,3
155416,16,3
155417,0,0
155417,3,2
155417,6,3
155417,16,2
155418,0,0
155418,3,1
155418,6,0
155418,16,1
155419,0,2
155419,3,2
155419,6,2
155419,16,3
155420,6,4
155420,7,4
155421,6,4
155421,7,3
155422,6,4
155422,7,3
155423,6,0
155423,7,1
155424,6,2
155424,7,3
155425,6,3
155425,7,3
155426,6,1
155426,6,1
155426,7,2
155426,7,3
155427,6,2
155427,7,3
155428,6,2
155428,7,3
155429,6,0
155429,7,1
155430,6,1
155430,7,2
155431,6,1
155431,6,0
155431,7,3
155431,7,2
155432,6,1
155432,6,0
155432,7,2
155432,7,2
155433,6,1
155433,6,0
155433,7,2
155433,7,2
155434,6,0
155434,7,1
155435,6,2
155435,6,1
155435,7,2
155435,7,3
155436,6,2
155436,7,3
155437,6,2
155437,7,3
155438,6,0
155438,7,1
155439,6,1
155439,6,1
155439,7,2
155439,7,3
155440,0,4
155440,6,4
155440,15,4
155440,16,4
155441,0,4
155441,6,2
155441,15,2
155441,16,3
155442,0,3
155442,6,3
155442,15,3
155442,16,3
155443,0,1
155443,6,2
155443,15,2
155443,16,2
155444,0,1
155444,6,2
155444,15,1
155444,16,2
155445,0,4
155445,6,3
155445,15,3
155445,16,3
155446,0,1
155446,6,1
155446,15,1
155446,16,2
155447,0,1
155447,6,2
155447,15,1
155447,16,3
155448,0,3
155448,6,2
155448,15,1
155448,16,3
155449,0,1
155449,6,2
155449,15,1
155449,16,2
155450,0,1
155450,6,1
155450,15,1
155450,16,2
155451,6,1
155451,16,1
155452,6,3
155452,16,3
155453,6,3
155453,16,3
155454,6,3
155454,16,3
155455,6,2
155455,16,1
155456,6,3
155456,16,2
155457,6,2
155457,16,3
155458,6,3
155458,16,3
155459,6,0
155459,16,1
155460,6,4
155460,7,4
155461,6,4
155461,7,4
155462,6,3
155462,7,3
155463,6,2
155463,7,2
155464,6,2
155464,7,3
155465,6,1
155465,6,1
155465,7,2
155465,7,3
155466,6,1
155466,6,1
155466,7,3
155466,7,3
155467,6,2
155467,7,3
155468,6,3
155468,7,3
155469,6,3
155469,7,4
155470,6,1
155470,6,1
155470,7,2
155470,7,3
155471,6,3
155471,7,3
155472,6,1
155472,6,1
155472,7,2
155472,7,3
155473,6,3
155473,7,3
155474,6,3
155474,7,4
155475,6,3
155475,6,2
155475,7,3
155475,7,4
155476,6,3
155476,6,2
155476,7,3
155476,7,4
155477,6,1
155477,6,1
155477,7,2
155477,7,3
155478,6,3
155478,7,4
155479,6,3
155479,7,3
155480,6,3
155480,16,3
155481,6,3
155481,16,3
155482,6,2
155482,6,3
155482,9,2
155482,16,2
155483,6,2
155483,16,2
155484,6,1
155484,6,2
155484,9,2
155484,9,1
155485,6,2
155485,6,3
155485,9,2
155485,16,3
155486,6,2
155486,6,2
155486,9,1
155486,16,2
155487,6,2
155487,6,2
155487,9,2
155487,16,2
155488,6,2
155488,16,2
155489,6,1
155489,6,2
155489,9,1
155489,16,2
155490,6,1
155490,16,1
155491,6,2
155491,16,2
155492,6,2
155492,16,1
155493,6,1
155493,16,2
155494,6,2
155494,6,2
155494,9,2
155494,16,2
155495,6,2
155495,16,3
155496,6,0
155496,16,1
155497,6,1
155497,16,2
155498,6,1
155498,6,1
155498,9,1
155498,16,2
155499,6,1
155499,6,1
155499,9,1
155499,16,1
155500,6,4
155500,7,4
155501,6,4
155501,7,3
155502,6,4
155502,7,3
155503,6,3
155503,7,3
155504,6,3
155504,7,3
155505,6,3
155505,7,3
155506,6,3
155506,7,4
155507,6,3
155507,7,3
155508,6,3
155508,7,3
155509,6,2
155509,7,2
155510,6,3
155510,7,2
155511,6,3
155511,7,3
155512,6,2
155512,7,3
155513,6,3
155513,7,3
155514,6,3
155514,7,3
155515,6,4
155515,7,4
155516,6,3
155516,7,2
155517,6,1
155517,7,2
155518,6,3
155518,7,3
155519,6,3
155519,7,3
155520,6,4
155520,16,4
155521,6,3
155521,16,3
155522,6,0
155522,6,0
155522,9,1
155522,9,1
155523,6,0
155523,16,1
155524,6,3
155524,16,2
155525,6,1
155525,16,2
155526,6,2
155526,16,2
155527,6,0
